,T,S4,S3/T
44,11694.96644295302,55070.58741055989,699.0312748323341
45,11726.442953020134,56407.4979601659,716.2846049757263
46,11757.919463087248,57759.83247892463,733.6411239653801
47,11789.395973154362,59155.59061013295,751.2927000669024
48,11820.872483221476,60499.28640344806,769.1460536189203
49,11852.348993288591,61897.765134742185,787.1821723916855
50,11883.825503355705,63309.98233543014,805.4010041442943
51,11915.302013422819,64772.70139323547,823.7783784276971
52,11946.778523489933,66253.41150751,842.3354784863685
53,11978.255033557047,68237.53597491886,861.3174114950078
54,12009.73154362416,69731.46040705108,880.2263360079528
55,12041.208053691274,71266.614471892,899.5018386706138
56,12072.68456375839,72849.56212571851,918.9682562807404
57,12104.161073825504,74492.67226715574,938.3338047856089
58,12135.637583892618,76176.70581334487,958.1090133706849
59,12167.114093959732,77822.41947694612,978.089530470419
60,12198.590604026846,79542.3456723954,998.4337972189136
61,12230.06711409396,81242.4919998974,1018.7333644138062
62,12261.543624161073,83016.21500037365,1039.2603231568114
63,12293.020134228187,84812.62109150912,1060.2251900153115
64,12324.496644295303,86645.47316388329,1076.8756636554028
65,12355.973154362417,88492.88958632694,1097.7629181117095
66,12387.44966442953,90376.6805842555,1118.8602227491206
67,12418.926174496644,92324.42925149966,1140.1526564391074
68,12450.402684563758,94227.69669829127,1161.6545783622742
69,12481.879194630872,96204.4395064861,1183.3788414734092
70,12513.355704697988,98153.57222897511,1205.511679984251
71,12544.832214765102,100189.82552358709,1227.667478189135
72,12576.308724832215,102210.79937779388,1250.0380657517032
73,12607.78523489933,104297.47876118934,1272.840609163222
74,12639.261744966443,105791.41133887575,1295.6557411354752
75,12670.738255033557,107886.65208284504,1318.890214830293
76,12702.21476510067,109944.24421237175,1342.3867438455613
77,12733.691275167785,112046.74028013286,1366.0907593537288
78,12765.167785234898,114204.5506072491,1389.81765049295
79,12796.644295302014,116374.44173692257,1413.9835514044958
80,12828.120805369128,118612.2370999889,1438.3960035755388
81,12859.597315436242,120830.42063698666,1463.0996259887565
82,12891.073825503356,123123.06508890817,1487.9997068040207
83,12922.55033557047,125442.91215624583,1513.3319375233598
84,12954.026845637583,127803.06427668426,1538.6723208196688
85,12985.503355704699,130205.23969468294,1564.372609988133
86,13016.979865771813,132637.35259701512,1590.466612365286
87,13048.456375838927,135164.01070521786,1616.5598182878055
88,13079.93288590604,137669.59941909608,1643.2294696031029
89,13111.409395973154,140248.03602449744,1669.8999921087964
90,13142.885906040268,143507.19508293827,1696.9710096011427
91,13174.362416107382,145984.77804270232,1724.4383126822286
92,13205.838926174496,148479.95879183387,1752.1058833570014
93,13237.31543624161,150956.91389669062,1780.0372602985046
94,13268.791946308726,153611.17828648604,1808.0227176019798
95,13300.26845637584,156436.06255748656,1836.412370615248
96,13331.744966442953,159230.26579030426,1865.1450436869625
97,13363.221476510067,161995.98325028215,1894.2256127476294
98,13394.697986577181,164863.91256341306,1923.7331946421275
99,13426.174496644295,167669.7536086937,1953.297484859976
100,13457.65100671141,170527.2240313775,1983.1415107213788
101,13489.127516778524,173425.3850475661,2013.2649008203814
102,13520.604026845638,176341.66528977457,2043.6748236520407
103,13552.080536912752,179312.56004841562,2074.523472085356
104,13583.557046979866,182277.82070036136,2105.843335246788
105,13615.03355704698,185399.7267298744,2137.222996431529
106,13646.510067114094,188594.20053349846,2168.952018315954
107,13677.986577181207,191957.4736403564,2201.0773218915924
108,13709.463087248321,195210.76531244614,2233.259439154621
109,13740.939597315437,198662.97479690128,2266.078150855091
110,13772.41610738255,202057.1734304766,2298.949185388676
111,13803.892617449665,205518.42983614025,2332.4110662818493
112,13835.369127516778,208895.90791964583,2366.0826999629257
113,13866.845637583892,212416.19748257624,2400.0790470579827
114,13898.322147651006,216017.88106801576,2434.397425356009
115,13929.798657718122,219844.33026286995,2469.3078336035683
116,13961.275167785236,223685.04301614422,2504.2775982931353
117,13992.75167785235,227591.36412958833,2539.5765842971505
118,14024.228187919463,230667.78570778735,2575.4902795787934
119,14055.704697986577,234674.84051348205,2611.4645435379744
120,14087.181208053691,238713.45852144572,2647.778071787508
121,14118.657718120805,242895.42374815256,2684.7174223477296
122,14150.134228187919,247239.4979718112,2722.0053348676583
123,14181.610738255033,251712.49782676855,2759.5110042334613
124,14213.087248322148,255085.34259301308,2797.5679133431795
125,14244.563758389262,258766.95800381893,2835.873110892417
126,14276.040268456376,262700.3910909153,2874.6226278904182
127,14307.51677852349,266735.3710486291,2913.6931021387263
128,14338.993288590604,271231.62599924253,2953.217161780353
129,14370.46979865772,275376.3974403109,2992.987970796246
130,14401.946308724833,280108.07356000226,3033.3526195299555
131,14433.422818791947,284744.30455744953,3074.1006914954864
132,14464.899328859061,289330.69517499313,3115.0794956642117
133,14496.375838926175,294214.9496841095,3156.605970279164
134,14527.852348993289,299218.2798343584,3198.523618856757
135,14559.328859060402,304316.69352616335,3240.9958562520474
136,14590.805369127516,309504.5619002105,3283.711559293818
137,14622.28187919463,314781.85527260514,3326.8368427838695
138,14653.758389261744,320146.9058029963,3370.55321609682
139,14685.234899328858,325640.24201890937,3414.6788811023093
140,14716.711409395974,331158.9037504851,3459.2369781286684
141,14748.187919463087,336787.42571336153,3504.123697164145
142,14779.664429530201,342495.9036011779,3549.556057327192
143,14811.140939597317,348315.78736509004,3595.2892515740596
144,14842.61744966443,354200.0898673585,3641.7287072582203
145,14874.093959731545,360193.45246274665,3688.572452049209
146,14905.570469798658,366250.64698866755,3735.804949994146
147,14937.046979865772,372425.15793508524,3783.533540275342
148,14968.523489932886,379364.3964966398,3831.707923166113
149,15000.0,385643.21919750486,3880.3265140925223
