Step 0/1500000 | t=0.00e+00 | T=7405.0 | a=1.000000 | H=2.41e-05 | 4.4 steps/s | 224.76 ms/step | ETA: 5619.0 min

*** phi threshold exceeded: max|phi|=263782.3 > 50000.0
*** Switching to dense snapshots: every 5 steps

Step 1605/1500000 | t=8.02e-01 | T=7404.9 | a=1.000019 | H=2.41e-05 | 4.5 steps/s | 221.97 ms/step | ETA: 5543.3 min
Step 1610/1500000 | t=8.05e-01 | T=7404.9 | a=1.000019 | H=2.41e-05 | 4.5 steps/s | 221.93 ms/step | ETA: 5542.3 min
Step 1615/1500000 | t=8.07e-01 | T=7404.9 | a=1.000019 | H=2.41e-05 | 4.5 steps/s | 221.89 ms/step | ETA: 5541.2 min
Step 1620/1500000 | t=8.10e-01 | T=7404.9 | a=1.000019 | H=2.41e-05 | 4.5 steps/s | 221.86 ms/step | ETA: 5540.5 min
Step 1625/1500000 | t=8.12e-01 | T=7404.9 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.81 ms/step | ETA: 5539.2 min
Step 1630/1500000 | t=8.15e-01 | T=7404.9 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.76 ms/step | ETA: 5537.9 min
Step 1635/1500000 | t=8.18e-01 | T=7404.9 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.75 ms/step | ETA: 5537.6 min
Step 1640/1500000 | t=8.20e-01 | T=7404.9 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.71 ms/step | ETA: 5536.6 min
Step 1645/1500000 | t=8.23e-01 | T=7404.9 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.66 ms/step | ETA: 5535.5 min
Step 1650/1500000 | t=8.25e-01 | T=7404.9 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.65 ms/step | ETA: 5535.0 min
Step 1655/1500000 | t=8.28e-01 | T=7404.9 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.93 ms/step | ETA: 5542.2 min
Step 1660/1500000 | t=8.30e-01 | T=7404.9 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.93 ms/step | ETA: 5542.2 min
Step 1665/1500000 | t=8.33e-01 | T=7404.9 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.89 ms/step | ETA: 5541.0 min
Step 1670/1500000 | t=8.35e-01 | T=7404.9 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.86 ms/step | ETA: 5540.2 min
Step 1675/1500000 | t=8.38e-01 | T=7404.9 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.82 ms/step | ETA: 5539.3 min
Step 1680/1500000 | t=8.40e-01 | T=7404.9 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.78 ms/step | ETA: 5538.3 min
Step 1685/1500000 | t=8.43e-01 | T=7404.8 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.77 ms/step | ETA: 5538.0 min
Step 1690/1500000 | t=8.45e-01 | T=7404.8 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.73 ms/step | ETA: 5537.0 min
Step 1695/1500000 | t=8.48e-01 | T=7404.8 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.71 ms/step | ETA: 5536.5 min
Step 1700/1500000 | t=8.50e-01 | T=7404.8 | a=1.000020 | H=2.41e-05 | 4.5 steps/s | 221.68 ms/step | ETA: 5535.8 min
Step 1705/1500000 | t=8.53e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.86 ms/step | ETA: 5540.2 min
Step 1710/1500000 | t=8.55e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.82 ms/step | ETA: 5539.2 min
Step 1715/1500000 | t=8.58e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.79 ms/step | ETA: 5538.5 min
Step 1720/1500000 | t=8.60e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.76 ms/step | ETA: 5537.7 min
Step 1725/1500000 | t=8.63e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.72 ms/step | ETA: 5536.6 min
Step 1730/1500000 | t=8.65e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.68 ms/step | ETA: 5535.6 min
Step 1735/1500000 | t=8.68e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.65 ms/step | ETA: 5534.8 min
Step 1740/1500000 | t=8.70e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.63 ms/step | ETA: 5534.3 min
Step 1745/1500000 | t=8.73e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.59 ms/step | ETA: 5533.4 min
Step 1750/1500000 | t=8.75e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.56 ms/step | ETA: 5532.5 min
Step 1755/1500000 | t=8.77e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.68 ms/step | ETA: 5535.5 min
Step 1760/1500000 | t=8.80e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.64 ms/step | ETA: 5534.6 min
Step 1765/1500000 | t=8.82e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.62 ms/step | ETA: 5533.9 min
Step 1770/1500000 | t=8.85e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.58 ms/step | ETA: 5532.8 min
Step 1775/1500000 | t=8.87e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.53 ms/step | ETA: 5531.7 min
Step 1780/1500000 | t=8.90e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.49 ms/step | ETA: 5530.8 min
Step 1785/1500000 | t=8.92e-01 | T=7404.8 | a=1.000021 | H=2.41e-05 | 4.5 steps/s | 221.49 ms/step | ETA: 5530.6 min
Step 1790/1500000 | t=8.95e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.48 ms/step | ETA: 5530.5 min
Step 1795/1500000 | t=8.97e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.45 ms/step | ETA: 5529.7 min
Step 1800/1500000 | t=9.00e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.41 ms/step | ETA: 5528.7 min
Step 1805/1500000 | t=9.02e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.53 ms/step | ETA: 5531.6 min
Step 1810/1500000 | t=9.05e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.50 ms/step | ETA: 5530.7 min
Step 1815/1500000 | t=9.07e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.46 ms/step | ETA: 5529.8 min
Step 1820/1500000 | t=9.10e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.42 ms/step | ETA: 5528.8 min
Step 1825/1500000 | t=9.12e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.38 ms/step | ETA: 5527.8 min
Step 1830/1500000 | t=9.15e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.34 ms/step | ETA: 5526.7 min
Step 1835/1500000 | t=9.17e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.30 ms/step | ETA: 5525.7 min
Step 1840/1500000 | t=9.20e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.34 ms/step | ETA: 5526.8 min
Step 1845/1500000 | t=9.22e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.32 ms/step | ETA: 5526.2 min
Step 1850/1500000 | t=9.25e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.29 ms/step | ETA: 5525.3 min
Step 1855/1500000 | t=9.27e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.41 ms/step | ETA: 5528.3 min
Step 1860/1500000 | t=9.30e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.37 ms/step | ETA: 5527.5 min
Step 1865/1500000 | t=9.32e-01 | T=7404.8 | a=1.000022 | H=2.41e-05 | 4.5 steps/s | 221.35 ms/step | ETA: 5526.8 min
Step 1870/1500000 | t=9.35e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.31 ms/step | ETA: 5525.9 min
Step 1875/1500000 | t=9.38e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.29 ms/step | ETA: 5525.3 min
Step 1880/1500000 | t=9.40e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.26 ms/step | ETA: 5524.5 min
Step 1885/1500000 | t=9.43e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.22 ms/step | ETA: 5523.6 min
Step 1890/1500000 | t=9.45e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.19 ms/step | ETA: 5522.8 min
Step 1895/1500000 | t=9.48e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.17 ms/step | ETA: 5522.3 min
Step 1900/1500000 | t=9.50e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.13 ms/step | ETA: 5521.4 min
Step 1905/1500000 | t=9.53e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.25 ms/step | ETA: 5524.2 min
Step 1910/1500000 | t=9.55e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.23 ms/step | ETA: 5523.7 min
Step 1915/1500000 | t=9.58e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.20 ms/step | ETA: 5523.0 min
Step 1920/1500000 | t=9.60e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.16 ms/step | ETA: 5521.9 min
Step 1925/1500000 | t=9.63e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.13 ms/step | ETA: 5521.1 min
Step 1930/1500000 | t=9.65e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.10 ms/step | ETA: 5520.4 min
Step 1935/1500000 | t=9.68e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.08 ms/step | ETA: 5519.9 min
Step 1940/1500000 | t=9.70e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.05 ms/step | ETA: 5519.1 min
Step 1945/1500000 | t=9.73e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.02 ms/step | ETA: 5518.4 min
Step 1950/1500000 | t=9.75e-01 | T=7404.8 | a=1.000023 | H=2.41e-05 | 4.5 steps/s | 221.05 ms/step | ETA: 5519.1 min
Step 1955/1500000 | t=9.78e-01 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 221.17 ms/step | ETA: 5522.0 min
Step 1960/1500000 | t=9.80e-01 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 221.14 ms/step | ETA: 5521.3 min
Step 1965/1500000 | t=9.83e-01 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 221.11 ms/step | ETA: 5520.5 min
Step 1970/1500000 | t=9.85e-01 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 221.09 ms/step | ETA: 5520.0 min
Step 1975/1500000 | t=9.88e-01 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 221.06 ms/step | ETA: 5519.3 min
Step 1980/1500000 | t=9.90e-01 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 221.03 ms/step | ETA: 5518.5 min
Step 1985/1500000 | t=9.93e-01 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 221.01 ms/step | ETA: 5517.9 min
Step 1990/1500000 | t=9.95e-01 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 220.97 ms/step | ETA: 5517.0 min
Step 1995/1500000 | t=9.98e-01 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 220.93 ms/step | ETA: 5516.0 min
Step 2000/1500000 | t=1.00e+00 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 220.92 ms/step | ETA: 5515.6 min
Step 2005/1500000 | t=1.00e+00 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 221.05 ms/step | ETA: 5518.7 min
Step 2010/1500000 | t=1.00e+00 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 221.03 ms/step | ETA: 5518.2 min
Step 2015/1500000 | t=1.01e+00 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 220.99 ms/step | ETA: 5517.3 min
Step 2020/1500000 | t=1.01e+00 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 220.96 ms/step | ETA: 5516.5 min
Step 2025/1500000 | t=1.01e+00 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 220.92 ms/step | ETA: 5515.6 min
Step 2030/1500000 | t=1.01e+00 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 220.91 ms/step | ETA: 5515.3 min
Step 2035/1500000 | t=1.02e+00 | T=7404.8 | a=1.000024 | H=2.41e-05 | 4.5 steps/s | 220.88 ms/step | ETA: 5514.6 min
Step 2040/1500000 | t=1.02e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.85 ms/step | ETA: 5513.7 min
Step 2045/1500000 | t=1.02e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.82 ms/step | ETA: 5513.0 min
Step 2050/1500000 | t=1.02e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.79 ms/step | ETA: 5512.2 min
Step 2055/1500000 | t=1.03e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.92 ms/step | ETA: 5515.5 min
Step 2060/1500000 | t=1.03e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.89 ms/step | ETA: 5514.7 min
Step 2065/1500000 | t=1.03e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.87 ms/step | ETA: 5514.1 min
Step 2070/1500000 | t=1.03e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.83 ms/step | ETA: 5513.2 min
Step 2075/1500000 | t=1.04e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.79 ms/step | ETA: 5512.1 min
Step 2080/1500000 | t=1.04e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.77 ms/step | ETA: 5511.6 min
Step 2085/1500000 | t=1.04e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.74 ms/step | ETA: 5510.9 min
Step 2090/1500000 | t=1.04e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.70 ms/step | ETA: 5509.9 min
Step 2095/1500000 | t=1.05e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.68 ms/step | ETA: 5509.3 min
Step 2100/1500000 | t=1.05e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.65 ms/step | ETA: 5508.4 min
Step 2105/1500000 | t=1.05e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.77 ms/step | ETA: 5511.6 min
Step 2110/1500000 | t=1.05e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.76 ms/step | ETA: 5511.3 min
Step 2115/1500000 | t=1.06e+00 | T=7404.8 | a=1.000025 | H=2.41e-05 | 4.5 steps/s | 220.80 ms/step | ETA: 5512.1 min
Step 2120/1500000 | t=1.06e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.82 ms/step | ETA: 5512.7 min
Step 2125/1500000 | t=1.06e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.80 ms/step | ETA: 5512.1 min
Step 2130/1500000 | t=1.06e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.78 ms/step | ETA: 5511.8 min
Step 2135/1500000 | t=1.07e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.75 ms/step | ETA: 5511.0 min
Step 2140/1500000 | t=1.07e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.72 ms/step | ETA: 5510.2 min
Step 2145/1500000 | t=1.07e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.69 ms/step | ETA: 5509.3 min
Step 2150/1500000 | t=1.07e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.66 ms/step | ETA: 5508.6 min
Step 2155/1500000 | t=1.08e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.77 ms/step | ETA: 5511.4 min
Step 2160/1500000 | t=1.08e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.76 ms/step | ETA: 5511.1 min
Step 2165/1500000 | t=1.08e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.74 ms/step | ETA: 5510.4 min
Step 2170/1500000 | t=1.08e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.71 ms/step | ETA: 5509.7 min
Step 2175/1500000 | t=1.09e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.67 ms/step | ETA: 5508.7 min
Step 2180/1500000 | t=1.09e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.65 ms/step | ETA: 5508.3 min
Step 2185/1500000 | t=1.09e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.61 ms/step | ETA: 5507.3 min
Step 2190/1500000 | t=1.09e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.59 ms/step | ETA: 5506.6 min
Step 2195/1500000 | t=1.10e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.60 ms/step | ETA: 5506.9 min
Step 2200/1500000 | t=1.10e+00 | T=7404.8 | a=1.000026 | H=2.41e-05 | 4.5 steps/s | 220.58 ms/step | ETA: 5506.3 min
Step 2205/1500000 | t=1.10e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.68 ms/step | ETA: 5509.0 min
Step 2210/1500000 | t=1.10e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.69 ms/step | ETA: 5509.1 min
Step 2215/1500000 | t=1.11e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.67 ms/step | ETA: 5508.7 min
Step 2220/1500000 | t=1.11e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.65 ms/step | ETA: 5508.0 min
Step 2225/1500000 | t=1.11e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.62 ms/step | ETA: 5507.2 min
Step 2230/1500000 | t=1.11e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.58 ms/step | ETA: 5506.4 min
Step 2235/1500000 | t=1.12e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.57 ms/step | ETA: 5506.0 min
Step 2240/1500000 | t=1.12e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.54 ms/step | ETA: 5505.3 min
Step 2245/1500000 | t=1.12e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.51 ms/step | ETA: 5504.5 min
Step 2250/1500000 | t=1.12e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.47 ms/step | ETA: 5503.6 min
Step 2255/1500000 | t=1.13e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.58 ms/step | ETA: 5506.3 min
Step 2260/1500000 | t=1.13e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.55 ms/step | ETA: 5505.5 min
Step 2265/1500000 | t=1.13e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.54 ms/step | ETA: 5505.1 min
Step 2270/1500000 | t=1.14e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.53 ms/step | ETA: 5504.8 min
Step 2275/1500000 | t=1.14e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.50 ms/step | ETA: 5504.0 min
Step 2280/1500000 | t=1.14e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.48 ms/step | ETA: 5503.6 min
Step 2285/1500000 | t=1.14e+00 | T=7404.8 | a=1.000027 | H=2.41e-05 | 4.5 steps/s | 220.45 ms/step | ETA: 5502.9 min
Step 2290/1500000 | t=1.15e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.43 ms/step | ETA: 5502.4 min
Step 2295/1500000 | t=1.15e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.39 ms/step | ETA: 5501.4 min
Step 2300/1500000 | t=1.15e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.37 ms/step | ETA: 5500.8 min
Step 2305/1500000 | t=1.15e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.48 ms/step | ETA: 5503.4 min
Step 2310/1500000 | t=1.16e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.46 ms/step | ETA: 5502.9 min
Step 2315/1500000 | t=1.16e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.47 ms/step | ETA: 5503.4 min
Step 2320/1500000 | t=1.16e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.45 ms/step | ETA: 5502.6 min
Step 2325/1500000 | t=1.16e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.42 ms/step | ETA: 5501.9 min
Step 2330/1500000 | t=1.17e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.39 ms/step | ETA: 5501.2 min
Step 2335/1500000 | t=1.17e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.37 ms/step | ETA: 5500.7 min
Step 2340/1500000 | t=1.17e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.40 ms/step | ETA: 5501.4 min
Step 2345/1500000 | t=1.17e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.38 ms/step | ETA: 5500.9 min
Step 2350/1500000 | t=1.18e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.35 ms/step | ETA: 5500.1 min
Step 2355/1500000 | t=1.18e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.45 ms/step | ETA: 5502.7 min
Step 2360/1500000 | t=1.18e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.43 ms/step | ETA: 5502.0 min
Step 2365/1500000 | t=1.18e+00 | T=7404.8 | a=1.000028 | H=2.41e-05 | 4.5 steps/s | 220.40 ms/step | ETA: 5501.3 min
Step 2370/1500000 | t=1.19e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.40 ms/step | ETA: 5501.2 min
Step 2375/1500000 | t=1.19e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.38 ms/step | ETA: 5500.7 min
Step 2380/1500000 | t=1.19e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.34 ms/step | ETA: 5499.8 min
Step 2385/1500000 | t=1.19e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.32 ms/step | ETA: 5499.3 min
Step 2390/1500000 | t=1.20e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.30 ms/step | ETA: 5498.7 min
Step 2395/1500000 | t=1.20e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.29 ms/step | ETA: 5498.5 min
Step 2400/1500000 | t=1.20e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.29 ms/step | ETA: 5498.4 min
Step 2405/1500000 | t=1.20e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.38 ms/step | ETA: 5500.8 min
Step 2410/1500000 | t=1.21e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.39 ms/step | ETA: 5500.8 min
Step 2415/1500000 | t=1.21e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.38 ms/step | ETA: 5500.6 min
Step 2420/1500000 | t=1.21e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.37 ms/step | ETA: 5500.3 min
Step 2425/1500000 | t=1.21e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.34 ms/step | ETA: 5499.6 min
Step 2430/1500000 | t=1.22e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.32 ms/step | ETA: 5499.0 min
Step 2435/1500000 | t=1.22e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.30 ms/step | ETA: 5498.6 min
Step 2440/1500000 | t=1.22e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.28 ms/step | ETA: 5498.1 min
Step 2445/1500000 | t=1.22e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.25 ms/step | ETA: 5497.2 min
Step 2450/1500000 | t=1.23e+00 | T=7404.8 | a=1.000029 | H=2.41e-05 | 4.5 steps/s | 220.22 ms/step | ETA: 5496.4 min
Step 2455/1500000 | t=1.23e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.31 ms/step | ETA: 5498.7 min
Step 2460/1500000 | t=1.23e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.30 ms/step | ETA: 5498.5 min
Step 2465/1500000 | t=1.23e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.28 ms/step | ETA: 5497.8 min
Step 2470/1500000 | t=1.24e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.25 ms/step | ETA: 5497.1 min
Step 2475/1500000 | t=1.24e+00 | T=7404.8 | a=1.000030 | H=2.41e-05 | 4.5 steps/s | 220.23 ms/step | ETA: 5496.6 min
