======================================================================
LATTICE SIMULATION LOG
Started: 2026-02-19 19:27:49
Log file: logs/simulation_20260219_192749.log
======================================================================

Numba Configuration:
  Version: 0.63.1
  Threading layer: default
  Configured threads: 11
  Active threads: 11
----------------------------------------------------------------------
OVERDAMPED MODE: η = 10.0 (rescaled: 1.00e-02)

Hubble expansion: ENABLED (comoving lattice)
  g_* = 106.75, M_Pl = 2.40e+18 GeV, ΔV = 1.00e+28 GeV^4
  H² = (T⁴/χ_g² + ΔV) / (3 M_Pl²)
  H(T0=7341.0) = 2.4056e-05 GeV
  3H = 7.2169e-05 GeV
  η_phys = 0.3 GeV  →  3H/η = 2.41e-04
  T(t) = T0 / a(t)  (entropy conservation)
  Initial a = 1.0
Field precision: float32
Tree-level VEV: ±1.0000e+11

Finding thermal VEV at T = 7341.0...
  V'(0) = -3.3898e-08
  V'(VEV) = 7.1194e-31
  Thermal VEV found: 1.0000e+11
  Ratio thermal/tree: 1.0000

Finding escape point...
  V'(1e-10) = -3.3898e-08
  V'(1e0)   = -3.3899e+02
  V'(1e5)   = -9.9983e+10
  V'(1e8)   = -1.0000e+14
  V'(1e10)  = -9.9000e+15
  No barrier: V' < 0 everywhere (spinodal regime)
  Using thermal VEV: 1.0000e+11
  V'(escape) = 7.1194e-31

Using TREE-LEVEL VEV for seeding: 1.0000e+11
The bubble is seeded at the true vacuum (no rolling needed).
Bubble seeding: DISABLED (thermal nucleation only)
Field states will be saved to: data/set6/128x128_T0_7341_dt_1e-05_interval_50000_hubble_eta_10/field_states
Figures will be saved to: data/set6/128x128_T0_7341_dt_1e-05_interval_50000_hubble_eta_10/figs/latticeSnapshot

============================================================
Starting time evolution...
Grid: 128×128, Steps: 1000000000, dt: 1.00e-05
Using fused RK2: True
Using in-kernel RNG: True
Field precision: float32
Spline resolution N_Y: 256
Bubble seeding: DISABLED
Thermal noise: ENABLED (FDT noise_scale(T0) = 3.8317e-05)
Overdamped mode: ENABLED (η = 10.0, no ringing)
Hubble expansion: ENABLED
  H(T0) = 2.4056e-05 GeV, 3H/η = 2.41e-04
  g_* = 106.75, M_Pl = 2.40e+18 GeV
============================================================

Warming up JIT compilation...
JIT warmup complete.
Starting main loop...

Step 0/1000000000 | t=0.00e+00 | T=7341.0 | a=1.000000 | H=2.41e-05 | 1196.3 steps/s | 0.00 ms/step | ETA: 0.0 min
Step 38300000/1000000000 | t=3.83e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.0 steps/s | 0.77 ms/step | ETA: 12319.6 min
Step 38350000/1000000000 | t=3.84e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.1 steps/s | 0.77 ms/step | ETA: 12318.4 min
Step 38400000/1000000000 | t=3.84e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.1 steps/s | 0.77 ms/step | ETA: 12317.4 min
Step 38450000/1000000000 | t=3.85e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.2 steps/s | 0.77 ms/step | ETA: 12316.2 min
Step 38500000/1000000000 | t=3.85e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.2 steps/s | 0.77 ms/step | ETA: 12315.2 min
Step 38550000/1000000000 | t=3.86e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.3 steps/s | 0.77 ms/step | ETA: 12313.8 min
Step 38600000/1000000000 | t=3.86e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.4 steps/s | 0.77 ms/step | ETA: 12312.4 min
Step 38650000/1000000000 | t=3.87e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.5 steps/s | 0.77 ms/step | ETA: 12311.0 min
Step 38700000/1000000000 | t=3.87e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.5 steps/s | 0.77 ms/step | ETA: 12309.8 min
Step 38750000/1000000000 | t=3.88e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.6 steps/s | 0.77 ms/step | ETA: 12308.3 min
Step 38800000/1000000000 | t=3.88e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.8 steps/s | 0.77 ms/step | ETA: 12306.4 min
Step 38850000/1000000000 | t=3.89e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.8 steps/s | 0.77 ms/step | ETA: 12305.6 min
Step 38900000/1000000000 | t=3.89e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.8 steps/s | 0.77 ms/step | ETA: 12304.3 min
Step 38950000/1000000000 | t=3.90e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.9 steps/s | 0.77 ms/step | ETA: 12302.8 min
Step 39000000/1000000000 | t=3.90e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1302.1 steps/s | 0.77 ms/step | ETA: 12301.0 min
Step 39050000/1000000000 | t=3.91e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1302.1 steps/s | 0.77 ms/step | ETA: 12299.7 min
Step 39100000/1000000000 | t=3.91e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1302.2 steps/s | 0.77 ms/step | ETA: 12298.1 min
Step 39150000/1000000000 | t=3.92e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1302.3 steps/s | 0.77 ms/step | ETA: 12296.5 min
Step 39200000/1000000000 | t=3.92e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1302.5 steps/s | 0.77 ms/step | ETA: 12294.7 min
Step 39250000/1000000000 | t=3.93e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1302.5 steps/s | 0.77 ms/step | ETA: 12293.3 min
Step 39300000/1000000000 | t=3.93e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1302.6 steps/s | 0.77 ms/step | ETA: 12292.1 min
Step 39350000/1000000000 | t=3.94e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1302.7 steps/s | 0.77 ms/step | ETA: 12290.7 min
Step 39400000/1000000000 | t=3.94e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1302.8 steps/s | 0.77 ms/step | ETA: 12289.3 min
Step 39450000/1000000000 | t=3.95e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1302.9 steps/s | 0.77 ms/step | ETA: 12287.6 min
Step 39500000/1000000000 | t=3.95e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1303.0 steps/s | 0.77 ms/step | ETA: 12286.0 min
Step 39550000/1000000000 | t=3.96e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1303.1 steps/s | 0.77 ms/step | ETA: 12284.4 min
Step 39600000/1000000000 | t=3.96e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1303.2 steps/s | 0.77 ms/step | ETA: 12283.0 min
Step 39650000/1000000000 | t=3.97e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1303.2 steps/s | 0.77 ms/step | ETA: 12281.6 min
Step 39700000/1000000000 | t=3.97e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1303.3 steps/s | 0.77 ms/step | ETA: 12280.5 min
Step 39750000/1000000000 | t=3.98e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1303.4 steps/s | 0.77 ms/step | ETA: 12279.0 min
Step 39800000/1000000000 | t=3.98e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1303.5 steps/s | 0.77 ms/step | ETA: 12277.5 min
Step 39850000/1000000000 | t=3.99e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1303.6 steps/s | 0.77 ms/step | ETA: 12275.4 min
Step 39900000/1000000000 | t=3.99e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1303.8 steps/s | 0.77 ms/step | ETA: 12273.2 min
Step 39950000/1000000000 | t=4.00e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1303.9 steps/s | 0.77 ms/step | ETA: 12271.7 min
Step 40000000/1000000000 | t=4.00e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1304.0 steps/s | 0.77 ms/step | ETA: 12270.3 min
Step 40050000/1000000000 | t=4.01e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1304.0 steps/s | 0.77 ms/step | ETA: 12268.9 min
Step 40100000/1000000000 | t=4.01e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1304.1 steps/s | 0.77 ms/step | ETA: 12267.4 min
Step 40150000/1000000000 | t=4.02e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1304.2 steps/s | 0.77 ms/step | ETA: 12265.9 min
Step 40200000/1000000000 | t=4.02e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1304.3 steps/s | 0.77 ms/step | ETA: 12264.4 min
Step 40250000/1000000000 | t=4.03e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1304.5 steps/s | 0.77 ms/step | ETA: 12262.5 min
Step 40300000/1000000000 | t=4.03e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1304.6 steps/s | 0.77 ms/step | ETA: 12260.6 min
Step 40350000/1000000000 | t=4.04e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1304.7 steps/s | 0.77 ms/step | ETA: 12258.8 min
Step 40400000/1000000000 | t=4.04e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1304.8 steps/s | 0.77 ms/step | ETA: 12257.3 min
Step 40450000/1000000000 | t=4.05e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1304.9 steps/s | 0.77 ms/step | ETA: 12255.6 min
Step 40500000/1000000000 | t=4.05e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1305.0 steps/s | 0.77 ms/step | ETA: 12254.1 min
Step 40550000/1000000000 | t=4.06e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1305.0 steps/s | 0.77 ms/step | ETA: 12253.2 min
Step 40600000/1000000000 | t=4.06e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1305.1 steps/s | 0.77 ms/step | ETA: 12251.7 min
Step 40650000/1000000000 | t=4.07e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1305.2 steps/s | 0.77 ms/step | ETA: 12250.8 min
Step 40700000/1000000000 | t=4.07e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1305.2 steps/s | 0.77 ms/step | ETA: 12249.5 min
Step 40750000/1000000000 | t=4.08e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1305.3 steps/s | 0.77 ms/step | ETA: 12248.2 min
Step 40800000/1000000000 | t=4.08e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1305.4 steps/s | 0.77 ms/step | ETA: 12246.5 min
Step 40850000/1000000000 | t=4.09e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1305.5 steps/s | 0.77 ms/step | ETA: 12244.8 min
Step 40900000/1000000000 | t=4.09e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1305.6 steps/s | 0.77 ms/step | ETA: 12243.0 min
Step 40950000/1000000000 | t=4.10e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1305.7 steps/s | 0.77 ms/step | ETA: 12241.4 min
Step 41000000/1000000000 | t=4.10e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1305.9 steps/s | 0.77 ms/step | ETA: 12239.6 min
Step 41050000/1000000000 | t=4.11e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1306.0 steps/s | 0.77 ms/step | ETA: 12238.0 min
Step 41100000/1000000000 | t=4.11e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1306.1 steps/s | 0.77 ms/step | ETA: 12236.4 min
Step 41150000/1000000000 | t=4.12e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1306.2 steps/s | 0.77 ms/step | ETA: 12234.9 min
Step 41200000/1000000000 | t=4.12e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1306.3 steps/s | 0.77 ms/step | ETA: 12233.2 min
Step 41250000/1000000000 | t=4.13e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1306.4 steps/s | 0.77 ms/step | ETA: 12231.6 min
Step 41300000/1000000000 | t=4.13e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1306.5 steps/s | 0.77 ms/step | ETA: 12229.8 min
Step 41350000/1000000000 | t=4.14e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1306.6 steps/s | 0.77 ms/step | ETA: 12228.6 min
Step 41400000/1000000000 | t=4.14e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1306.7 steps/s | 0.77 ms/step | ETA: 12226.8 min
Step 41450000/1000000000 | t=4.15e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1306.8 steps/s | 0.77 ms/step | ETA: 12225.0 min
Step 41500000/1000000000 | t=4.15e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1306.9 steps/s | 0.77 ms/step | ETA: 12223.2 min
Step 41550000/1000000000 | t=4.16e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1307.1 steps/s | 0.77 ms/step | ETA: 12221.0 min
Step 41600000/1000000000 | t=4.16e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1307.3 steps/s | 0.76 ms/step | ETA: 12218.9 min
Step 41650000/1000000000 | t=4.17e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1307.4 steps/s | 0.76 ms/step | ETA: 12217.0 min
Step 41700000/1000000000 | t=4.17e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1307.6 steps/s | 0.76 ms/step | ETA: 12215.0 min
Step 41750000/1000000000 | t=4.18e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1307.7 steps/s | 0.76 ms/step | ETA: 12212.9 min
Step 41800000/1000000000 | t=4.18e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1307.8 steps/s | 0.76 ms/step | ETA: 12211.3 min
Step 41850000/1000000000 | t=4.19e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1307.9 steps/s | 0.76 ms/step | ETA: 12209.7 min
Step 41900000/1000000000 | t=4.19e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1308.0 steps/s | 0.76 ms/step | ETA: 12208.2 min
Step 41950000/1000000000 | t=4.20e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1308.1 steps/s | 0.76 ms/step | ETA: 12206.5 min
Step 42000000/1000000000 | t=4.20e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1308.2 steps/s | 0.76 ms/step | ETA: 12204.9 min
Step 42050000/1000000000 | t=4.21e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1308.3 steps/s | 0.76 ms/step | ETA: 12203.5 min
Step 42100000/1000000000 | t=4.21e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1308.4 steps/s | 0.76 ms/step | ETA: 12201.6 min
Step 42150000/1000000000 | t=4.22e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1308.5 steps/s | 0.76 ms/step | ETA: 12200.2 min
Step 42200000/1000000000 | t=4.22e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1308.5 steps/s | 0.76 ms/step | ETA: 12199.5 min
Step 42250000/1000000000 | t=4.23e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1308.6 steps/s | 0.76 ms/step | ETA: 12198.5 min
Step 42300000/1000000000 | t=4.23e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1308.7 steps/s | 0.76 ms/step | ETA: 12197.0 min
Step 42350000/1000000000 | t=4.24e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1308.7 steps/s | 0.76 ms/step | ETA: 12195.9 min
Step 42400000/1000000000 | t=4.24e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1308.8 steps/s | 0.76 ms/step | ETA: 12194.7 min
Step 42450000/1000000000 | t=4.25e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1308.8 steps/s | 0.76 ms/step | ETA: 12193.3 min
Step 42500000/1000000000 | t=4.25e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1308.9 steps/s | 0.76 ms/step | ETA: 12191.8 min
Step 42550000/1000000000 | t=4.26e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.0 steps/s | 0.76 ms/step | ETA: 12190.7 min
Step 42600000/1000000000 | t=4.26e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.0 steps/s | 0.76 ms/step | ETA: 12189.5 min
Step 42650000/1000000000 | t=4.27e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.1 steps/s | 0.76 ms/step | ETA: 12188.1 min
Step 42700000/1000000000 | t=4.27e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.2 steps/s | 0.76 ms/step | ETA: 12186.8 min
Step 42750000/1000000000 | t=4.28e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.3 steps/s | 0.76 ms/step | ETA: 12185.3 min
Step 42800000/1000000000 | t=4.28e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.4 steps/s | 0.76 ms/step | ETA: 12183.6 min
Step 42850000/1000000000 | t=4.29e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.5 steps/s | 0.76 ms/step | ETA: 12182.0 min
Step 42900000/1000000000 | t=4.29e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.6 steps/s | 0.76 ms/step | ETA: 12180.6 min
Step 42950000/1000000000 | t=4.30e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.7 steps/s | 0.76 ms/step | ETA: 12179.3 min
Step 43000000/1000000000 | t=4.30e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.7 steps/s | 0.76 ms/step | ETA: 12178.1 min
Step 43050000/1000000000 | t=4.31e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.8 steps/s | 0.76 ms/step | ETA: 12177.2 min
Step 43100000/1000000000 | t=4.31e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.8 steps/s | 0.76 ms/step | ETA: 12176.2 min
Step 43150000/1000000000 | t=4.32e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.9 steps/s | 0.76 ms/step | ETA: 12175.0 min
Step 43200000/1000000000 | t=4.32e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1309.9 steps/s | 0.76 ms/step | ETA: 12173.5 min
Step 43250000/1000000000 | t=4.33e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1310.0 steps/s | 0.76 ms/step | ETA: 12172.0 min
Step 43300000/1000000000 | t=4.33e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1310.1 steps/s | 0.76 ms/step | ETA: 12170.8 min
Step 43350000/1000000000 | t=4.34e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1310.2 steps/s | 0.76 ms/step | ETA: 12169.3 min
Step 43400000/1000000000 | t=4.34e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1310.3 steps/s | 0.76 ms/step | ETA: 12167.9 min
Step 43450000/1000000000 | t=4.35e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1310.3 steps/s | 0.76 ms/step | ETA: 12166.8 min
Step 43500000/1000000000 | t=4.35e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1310.4 steps/s | 0.76 ms/step | ETA: 12165.8 min
Step 43550000/1000000000 | t=4.36e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1310.4 steps/s | 0.76 ms/step | ETA: 12164.5 min
Step 43600000/1000000000 | t=4.36e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1310.5 steps/s | 0.76 ms/step | ETA: 12163.4 min
Step 43650000/1000000000 | t=4.37e-01 | T=7340.9 | a=1.000010 | H=2.41e-05 | 1310.5 steps/s | 0.76 ms/step | ETA: 12162.3 min
Step 43700000/1000000000 | t=4.37e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1310.6 steps/s | 0.76 ms/step | ETA: 12161.3 min
Step 43750000/1000000000 | t=4.38e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1310.6 steps/s | 0.76 ms/step | ETA: 12160.5 min
Step 43800000/1000000000 | t=4.38e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1310.7 steps/s | 0.76 ms/step | ETA: 12159.1 min
Step 43850000/1000000000 | t=4.39e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1310.7 steps/s | 0.76 ms/step | ETA: 12158.5 min
Step 43900000/1000000000 | t=4.39e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1310.8 steps/s | 0.76 ms/step | ETA: 12156.9 min
Step 43950000/1000000000 | t=4.40e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1310.8 steps/s | 0.76 ms/step | ETA: 12155.6 min
Step 44000000/1000000000 | t=4.40e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1311.0 steps/s | 0.76 ms/step | ETA: 12154.0 min
Step 44050000/1000000000 | t=4.41e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1311.1 steps/s | 0.76 ms/step | ETA: 12152.3 min
Step 44100000/1000000000 | t=4.41e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1311.2 steps/s | 0.76 ms/step | ETA: 12150.8 min
Step 44150000/1000000000 | t=4.42e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1311.3 steps/s | 0.76 ms/step | ETA: 12149.2 min
Step 44200000/1000000000 | t=4.42e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1311.4 steps/s | 0.76 ms/step | ETA: 12147.7 min
Step 44250000/1000000000 | t=4.43e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1311.5 steps/s | 0.76 ms/step | ETA: 12146.2 min
Step 44300000/1000000000 | t=4.43e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1311.5 steps/s | 0.76 ms/step | ETA: 12144.9 min
Step 44350000/1000000000 | t=4.44e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1311.6 steps/s | 0.76 ms/step | ETA: 12143.3 min
Step 44400000/1000000000 | t=4.44e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1311.7 steps/s | 0.76 ms/step | ETA: 12142.0 min
Step 44450000/1000000000 | t=4.45e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1311.7 steps/s | 0.76 ms/step | ETA: 12141.0 min
Step 44500000/1000000000 | t=4.45e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1311.8 steps/s | 0.76 ms/step | ETA: 12140.1 min
Step 44550000/1000000000 | t=4.46e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1311.8 steps/s | 0.76 ms/step | ETA: 12138.9 min
Step 44600000/1000000000 | t=4.46e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1311.9 steps/s | 0.76 ms/step | ETA: 12137.8 min
Step 44650000/1000000000 | t=4.47e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.0 steps/s | 0.76 ms/step | ETA: 12136.5 min
Step 44700000/1000000000 | t=4.47e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.0 steps/s | 0.76 ms/step | ETA: 12135.6 min
Step 44750000/1000000000 | t=4.48e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.1 steps/s | 0.76 ms/step | ETA: 12134.0 min
Step 44800000/1000000000 | t=4.48e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.2 steps/s | 0.76 ms/step | ETA: 12132.7 min
Step 44850000/1000000000 | t=4.49e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.2 steps/s | 0.76 ms/step | ETA: 12131.6 min
Step 44900000/1000000000 | t=4.49e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.2 steps/s | 0.76 ms/step | ETA: 12130.6 min
Step 44950000/1000000000 | t=4.50e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.3 steps/s | 0.76 ms/step | ETA: 12129.9 min
Step 45000000/1000000000 | t=4.50e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.3 steps/s | 0.76 ms/step | ETA: 12129.1 min
Step 45050000/1000000000 | t=4.51e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.3 steps/s | 0.76 ms/step | ETA: 12128.2 min
Step 45100000/1000000000 | t=4.51e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.3 steps/s | 0.76 ms/step | ETA: 12127.8 min
Step 45150000/1000000000 | t=4.52e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.3 steps/s | 0.76 ms/step | ETA: 12127.0 min
Step 45200000/1000000000 | t=4.52e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.3 steps/s | 0.76 ms/step | ETA: 12126.1 min
Step 45250000/1000000000 | t=4.53e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.3 steps/s | 0.76 ms/step | ETA: 12125.2 min
Step 45300000/1000000000 | t=4.53e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.5 steps/s | 0.76 ms/step | ETA: 12123.5 min
Step 45350000/1000000000 | t=4.54e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.6 steps/s | 0.76 ms/step | ETA: 12122.0 min
Step 45400000/1000000000 | t=4.54e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.7 steps/s | 0.76 ms/step | ETA: 12120.4 min
Step 45450000/1000000000 | t=4.55e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.7 steps/s | 0.76 ms/step | ETA: 12119.1 min
Step 45500000/1000000000 | t=4.55e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.8 steps/s | 0.76 ms/step | ETA: 12117.8 min
Step 45550000/1000000000 | t=4.56e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1312.9 steps/s | 0.76 ms/step | ETA: 12116.2 min
Step 45600000/1000000000 | t=4.56e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.0 steps/s | 0.76 ms/step | ETA: 12114.7 min
Step 45650000/1000000000 | t=4.57e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.1 steps/s | 0.76 ms/step | ETA: 12113.1 min
Step 45700000/1000000000 | t=4.57e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.2 steps/s | 0.76 ms/step | ETA: 12111.4 min
Step 45750000/1000000000 | t=4.58e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.3 steps/s | 0.76 ms/step | ETA: 12110.0 min
Step 45800000/1000000000 | t=4.58e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.4 steps/s | 0.76 ms/step | ETA: 12108.8 min
Step 45850000/1000000000 | t=4.59e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.4 steps/s | 0.76 ms/step | ETA: 12107.8 min
Step 45900000/1000000000 | t=4.59e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.5 steps/s | 0.76 ms/step | ETA: 12106.8 min
Step 45950000/1000000000 | t=4.60e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.5 steps/s | 0.76 ms/step | ETA: 12105.8 min
Step 46000000/1000000000 | t=4.60e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.6 steps/s | 0.76 ms/step | ETA: 12104.6 min
Step 46050000/1000000000 | t=4.61e-01 | T=7340.9 | a=1.000011 | H=2.41e-05 | 1313.6 steps/s | 0.76 ms/step | ETA: 12103.5 min
