Step 0/1000000 | t=0.00e+00 | T=15000.0 | a=1.000000 | H=2.41e-05 | 2.1 steps/s | 486.86 ms/step | ETA: 8114.4 min

*** phi threshold exceeded: max|phi|=10118.0 > 10000.0
*** Switching to dense snapshots: every 100 steps

Step 34400/1000000 | t=3.44e+00 | T=14998.8 | a=1.000083 | H=2.41e-05 | 13.0 steps/s | 77.17 ms/step | ETA: 1241.9 min
Step 34500/1000000 | t=3.45e+00 | T=14998.8 | a=1.000083 | H=2.41e-05 | 13.0 steps/s | 77.19 ms/step | ETA: 1242.1 min
Step 34600/1000000 | t=3.46e+00 | T=14998.8 | a=1.000083 | H=2.41e-05 | 13.0 steps/s | 77.18 ms/step | ETA: 1241.9 min
Step 34700/1000000 | t=3.47e+00 | T=14998.7 | a=1.000083 | H=2.41e-05 | 13.0 steps/s | 77.17 ms/step | ETA: 1241.6 min
Step 34800/1000000 | t=3.48e+00 | T=14998.7 | a=1.000084 | H=2.41e-05 | 13.0 steps/s | 77.17 ms/step | ETA: 1241.4 min
Step 34900/1000000 | t=3.49e+00 | T=14998.7 | a=1.000084 | H=2.41e-05 | 13.0 steps/s | 77.16 ms/step | ETA: 1241.1 min
Step 35000/1000000 | t=3.50e+00 | T=14998.7 | a=1.000084 | H=2.41e-05 | 13.0 steps/s | 77.15 ms/step | ETA: 1240.9 min
Step 35100/1000000 | t=3.51e+00 | T=14998.7 | a=1.000084 | H=2.41e-05 | 13.0 steps/s | 77.14 ms/step | ETA: 1240.6 min
Step 35200/1000000 | t=3.52e+00 | T=14998.7 | a=1.000085 | H=2.41e-05 | 13.0 steps/s | 77.13 ms/step | ETA: 1240.3 min
Step 35300/1000000 | t=3.53e+00 | T=14998.7 | a=1.000085 | H=2.41e-05 | 13.0 steps/s | 77.13 ms/step | ETA: 1240.2 min
Step 35400/1000000 | t=3.54e+00 | T=14998.7 | a=1.000085 | H=2.41e-05 | 13.0 steps/s | 77.13 ms/step | ETA: 1240.0 min
Step 35500/1000000 | t=3.55e+00 | T=14998.7 | a=1.000085 | H=2.41e-05 | 13.0 steps/s | 77.13 ms/step | ETA: 1239.9 min
Step 35600/1000000 | t=3.56e+00 | T=14998.7 | a=1.000086 | H=2.41e-05 | 13.0 steps/s | 77.14 ms/step | ETA: 1239.8 min
Step 35700/1000000 | t=3.57e+00 | T=14998.7 | a=1.000086 | H=2.41e-05 | 13.0 steps/s | 77.14 ms/step | ETA: 1239.8 min
Step 35800/1000000 | t=3.58e+00 | T=14998.7 | a=1.000086 | H=2.41e-05 | 13.0 steps/s | 77.14 ms/step | ETA: 1239.7 min
Step 35900/1000000 | t=3.59e+00 | T=14998.7 | a=1.000086 | H=2.41e-05 | 13.0 steps/s | 77.13 ms/step | ETA: 1239.4 min
Step 36000/1000000 | t=3.60e+00 | T=14998.7 | a=1.000087 | H=2.41e-05 | 13.0 steps/s | 77.13 ms/step | ETA: 1239.1 min
Step 36100/1000000 | t=3.61e+00 | T=14998.7 | a=1.000087 | H=2.41e-05 | 13.0 steps/s | 77.13 ms/step | ETA: 1239.1 min
Step 36200/1000000 | t=3.62e+00 | T=14998.7 | a=1.000087 | H=2.41e-05 | 13.0 steps/s | 77.12 ms/step | ETA: 1238.8 min
Step 36300/1000000 | t=3.63e+00 | T=14998.7 | a=1.000087 | H=2.41e-05 | 13.0 steps/s | 77.11 ms/step | ETA: 1238.5 min
Step 36400/1000000 | t=3.64e+00 | T=14998.7 | a=1.000088 | H=2.41e-05 | 13.0 steps/s | 77.10 ms/step | ETA: 1238.2 min
Step 36500/1000000 | t=3.65e+00 | T=14998.7 | a=1.000088 | H=2.41e-05 | 13.0 steps/s | 77.09 ms/step | ETA: 1237.9 min
Step 36600/1000000 | t=3.66e+00 | T=14998.7 | a=1.000088 | H=2.41e-05 | 13.0 steps/s | 77.08 ms/step | ETA: 1237.7 min
Step 36700/1000000 | t=3.67e+00 | T=14998.7 | a=1.000088 | H=2.41e-05 | 13.0 steps/s | 77.07 ms/step | ETA: 1237.4 min
Step 36800/1000000 | t=3.68e+00 | T=14998.7 | a=1.000089 | H=2.41e-05 | 13.0 steps/s | 77.07 ms/step | ETA: 1237.2 min
Step 36900/1000000 | t=3.69e+00 | T=14998.7 | a=1.000089 | H=2.41e-05 | 13.0 steps/s | 77.06 ms/step | ETA: 1236.9 min
Step 37000/1000000 | t=3.70e+00 | T=14998.7 | a=1.000089 | H=2.41e-05 | 13.0 steps/s | 77.05 ms/step | ETA: 1236.7 min
Step 37100/1000000 | t=3.71e+00 | T=14998.7 | a=1.000089 | H=2.41e-05 | 13.0 steps/s | 77.04 ms/step | ETA: 1236.4 min
Step 37200/1000000 | t=3.72e+00 | T=14998.7 | a=1.000089 | H=2.41e-05 | 13.0 steps/s | 77.04 ms/step | ETA: 1236.2 min
Step 37300/1000000 | t=3.73e+00 | T=14998.7 | a=1.000090 | H=2.41e-05 | 13.0 steps/s | 77.02 ms/step | ETA: 1235.9 min
Step 37400/1000000 | t=3.74e+00 | T=14998.7 | a=1.000090 | H=2.41e-05 | 13.0 steps/s | 77.02 ms/step | ETA: 1235.6 min
Step 37500/1000000 | t=3.75e+00 | T=14998.6 | a=1.000090 | H=2.41e-05 | 13.0 steps/s | 77.01 ms/step | ETA: 1235.3 min
Step 37600/1000000 | t=3.76e+00 | T=14998.6 | a=1.000090 | H=2.41e-05 | 13.0 steps/s | 77.00 ms/step | ETA: 1235.1 min
Step 37700/1000000 | t=3.77e+00 | T=14998.6 | a=1.000091 | H=2.41e-05 | 13.0 steps/s | 76.99 ms/step | ETA: 1234.8 min
Step 37800/1000000 | t=3.78e+00 | T=14998.6 | a=1.000091 | H=2.41e-05 | 13.0 steps/s | 76.99 ms/step | ETA: 1234.7 min
Step 37900/1000000 | t=3.79e+00 | T=14998.6 | a=1.000091 | H=2.41e-05 | 13.0 steps/s | 76.99 ms/step | ETA: 1234.5 min
Step 38000/1000000 | t=3.80e+00 | T=14998.6 | a=1.000091 | H=2.41e-05 | 13.0 steps/s | 76.98 ms/step | ETA: 1234.2 min
Step 38100/1000000 | t=3.81e+00 | T=14998.6 | a=1.000092 | H=2.41e-05 | 13.0 steps/s | 76.97 ms/step | ETA: 1233.9 min
Step 38200/1000000 | t=3.82e+00 | T=14998.6 | a=1.000092 | H=2.41e-05 | 13.0 steps/s | 76.96 ms/step | ETA: 1233.7 min
Step 38300/1000000 | t=3.83e+00 | T=14998.6 | a=1.000092 | H=2.41e-05 | 13.0 steps/s | 76.95 ms/step | ETA: 1233.4 min
Step 38400/1000000 | t=3.84e+00 | T=14998.6 | a=1.000092 | H=2.41e-05 | 13.0 steps/s | 76.94 ms/step | ETA: 1233.1 min
Step 38500/1000000 | t=3.85e+00 | T=14998.6 | a=1.000093 | H=2.41e-05 | 13.0 steps/s | 76.94 ms/step | ETA: 1233.0 min
Step 38600/1000000 | t=3.86e+00 | T=14998.6 | a=1.000093 | H=2.41e-05 | 13.0 steps/s | 76.93 ms/step | ETA: 1232.7 min
Step 38700/1000000 | t=3.87e+00 | T=14998.6 | a=1.000093 | H=2.41e-05 | 13.0 steps/s | 76.93 ms/step | ETA: 1232.5 min
Step 38800/1000000 | t=3.88e+00 | T=14998.6 | a=1.000093 | H=2.41e-05 | 13.0 steps/s | 76.92 ms/step | ETA: 1232.3 min
Step 38900/1000000 | t=3.89e+00 | T=14998.6 | a=1.000094 | H=2.41e-05 | 13.0 steps/s | 76.92 ms/step | ETA: 1232.1 min
Step 39000/1000000 | t=3.90e+00 | T=14998.6 | a=1.000094 | H=2.41e-05 | 13.0 steps/s | 76.91 ms/step | ETA: 1231.8 min
Step 39100/1000000 | t=3.91e+00 | T=14998.6 | a=1.000094 | H=2.41e-05 | 13.0 steps/s | 76.90 ms/step | ETA: 1231.6 min
Step 39200/1000000 | t=3.92e+00 | T=14998.6 | a=1.000094 | H=2.41e-05 | 13.0 steps/s | 76.89 ms/step | ETA: 1231.3 min
Step 39300/1000000 | t=3.93e+00 | T=14998.6 | a=1.000095 | H=2.41e-05 | 13.0 steps/s | 76.91 ms/step | ETA: 1231.4 min
Step 39400/1000000 | t=3.94e+00 | T=14998.6 | a=1.000095 | H=2.41e-05 | 13.0 steps/s | 76.90 ms/step | ETA: 1231.2 min
Step 39500/1000000 | t=3.95e+00 | T=14998.6 | a=1.000095 | H=2.41e-05 | 13.0 steps/s | 76.89 ms/step | ETA: 1230.9 min
Step 39600/1000000 | t=3.96e+00 | T=14998.6 | a=1.000095 | H=2.41e-05 | 13.0 steps/s | 76.88 ms/step | ETA: 1230.7 min
Step 39700/1000000 | t=3.97e+00 | T=14998.6 | a=1.000096 | H=2.41e-05 | 13.0 steps/s | 76.88 ms/step | ETA: 1230.5 min
Step 39800/1000000 | t=3.98e+00 | T=14998.6 | a=1.000096 | H=2.41e-05 | 13.0 steps/s | 76.88 ms/step | ETA: 1230.3 min
Step 39900/1000000 | t=3.99e+00 | T=14998.6 | a=1.000096 | H=2.41e-05 | 13.0 steps/s | 76.87 ms/step | ETA: 1230.0 min
Step 40000/1000000 | t=4.00e+00 | T=14998.6 | a=1.000096 | H=2.41e-05 | 13.0 steps/s | 76.86 ms/step | ETA: 1229.7 min
Step 40100/1000000 | t=4.01e+00 | T=14998.6 | a=1.000096 | H=2.41e-05 | 13.0 steps/s | 76.86 ms/step | ETA: 1229.6 min
Step 40200/1000000 | t=4.02e+00 | T=14998.5 | a=1.000097 | H=2.41e-05 | 13.0 steps/s | 76.85 ms/step | ETA: 1229.4 min
Step 40300/1000000 | t=4.03e+00 | T=14998.5 | a=1.000097 | H=2.41e-05 | 13.0 steps/s | 76.84 ms/step | ETA: 1229.1 min
Step 40400/1000000 | t=4.04e+00 | T=14998.5 | a=1.000097 | H=2.41e-05 | 13.0 steps/s | 76.84 ms/step | ETA: 1228.9 min
Step 40500/1000000 | t=4.05e+00 | T=14998.5 | a=1.000097 | H=2.41e-05 | 13.0 steps/s | 76.83 ms/step | ETA: 1228.7 min
Step 40600/1000000 | t=4.06e+00 | T=14998.5 | a=1.000098 | H=2.41e-05 | 13.0 steps/s | 76.83 ms/step | ETA: 1228.4 min
Step 40700/1000000 | t=4.07e+00 | T=14998.5 | a=1.000098 | H=2.41e-05 | 13.0 steps/s | 76.82 ms/step | ETA: 1228.2 min
Step 40800/1000000 | t=4.08e+00 | T=14998.5 | a=1.000098 | H=2.41e-05 | 13.0 steps/s | 76.82 ms/step | ETA: 1228.1 min
Step 40900/1000000 | t=4.09e+00 | T=14998.5 | a=1.000098 | H=2.41e-05 | 13.0 steps/s | 76.82 ms/step | ETA: 1227.9 min
Step 41000/1000000 | t=4.10e+00 | T=14998.5 | a=1.000099 | H=2.41e-05 | 13.0 steps/s | 76.81 ms/step | ETA: 1227.6 min
Step 41100/1000000 | t=4.11e+00 | T=14998.5 | a=1.000099 | H=2.41e-05 | 13.0 steps/s | 76.80 ms/step | ETA: 1227.4 min
Step 41200/1000000 | t=4.12e+00 | T=14998.5 | a=1.000099 | H=2.41e-05 | 13.0 steps/s | 76.79 ms/step | ETA: 1227.1 min
Step 41300/1000000 | t=4.13e+00 | T=14998.5 | a=1.000099 | H=2.41e-05 | 13.0 steps/s | 76.78 ms/step | ETA: 1226.9 min
Step 41400/1000000 | t=4.14e+00 | T=14998.5 | a=1.000100 | H=2.41e-05 | 13.0 steps/s | 76.78 ms/step | ETA: 1226.6 min
Step 41500/1000000 | t=4.15e+00 | T=14998.5 | a=1.000100 | H=2.41e-05 | 13.0 steps/s | 76.77 ms/step | ETA: 1226.4 min
Step 41600/1000000 | t=4.16e+00 | T=14998.5 | a=1.000100 | H=2.41e-05 | 13.0 steps/s | 76.76 ms/step | ETA: 1226.2 min
Step 41700/1000000 | t=4.17e+00 | T=14998.5 | a=1.000100 | H=2.41e-05 | 13.0 steps/s | 76.76 ms/step | ETA: 1226.0 min
Step 41800/1000000 | t=4.18e+00 | T=14998.5 | a=1.000101 | H=2.41e-05 | 13.0 steps/s | 76.76 ms/step | ETA: 1225.9 min
Step 41900/1000000 | t=4.19e+00 | T=14998.5 | a=1.000101 | H=2.41e-05 | 13.0 steps/s | 76.76 ms/step | ETA: 1225.7 min
Step 42000/1000000 | t=4.20e+00 | T=14998.5 | a=1.000101 | H=2.41e-05 | 13.0 steps/s | 76.75 ms/step | ETA: 1225.4 min
Step 42100/1000000 | t=4.21e+00 | T=14998.5 | a=1.000101 | H=2.41e-05 | 13.0 steps/s | 76.75 ms/step | ETA: 1225.3 min
Step 42200/1000000 | t=4.22e+00 | T=14998.5 | a=1.000102 | H=2.41e-05 | 13.0 steps/s | 76.74 ms/step | ETA: 1225.0 min
Step 42300/1000000 | t=4.23e+00 | T=14998.5 | a=1.000102 | H=2.41e-05 | 13.0 steps/s | 76.74 ms/step | ETA: 1224.8 min
Step 42400/1000000 | t=4.24e+00 | T=14998.5 | a=1.000102 | H=2.41e-05 | 13.0 steps/s | 76.73 ms/step | ETA: 1224.7 min
Step 42500/1000000 | t=4.25e+00 | T=14998.5 | a=1.000102 | H=2.41e-05 | 13.0 steps/s | 76.75 ms/step | ETA: 1224.8 min
Step 42600/1000000 | t=4.26e+00 | T=14998.5 | a=1.000102 | H=2.41e-05 | 13.0 steps/s | 76.75 ms/step | ETA: 1224.6 min
Step 42700/1000000 | t=4.27e+00 | T=14998.5 | a=1.000103 | H=2.41e-05 | 13.0 steps/s | 76.74 ms/step | ETA: 1224.4 min
Step 42800/1000000 | t=4.28e+00 | T=14998.5 | a=1.000103 | H=2.41e-05 | 13.0 steps/s | 76.74 ms/step | ETA: 1224.3 min
Step 42900/1000000 | t=4.29e+00 | T=14998.5 | a=1.000103 | H=2.41e-05 | 13.0 steps/s | 76.74 ms/step | ETA: 1224.1 min
Step 43000/1000000 | t=4.30e+00 | T=14998.4 | a=1.000103 | H=2.41e-05 | 13.0 steps/s | 76.73 ms/step | ETA: 1223.9 min
Step 43100/1000000 | t=4.31e+00 | T=14998.4 | a=1.000104 | H=2.41e-05 | 13.0 steps/s | 76.72 ms/step | ETA: 1223.6 min
Step 43200/1000000 | t=4.32e+00 | T=14998.4 | a=1.000104 | H=2.41e-05 | 13.0 steps/s | 76.72 ms/step | ETA: 1223.4 min
Step 43300/1000000 | t=4.33e+00 | T=14998.4 | a=1.000104 | H=2.41e-05 | 13.0 steps/s | 76.72 ms/step | ETA: 1223.3 min
Step 43400/1000000 | t=4.34e+00 | T=14998.4 | a=1.000104 | H=2.41e-05 | 13.0 steps/s | 76.71 ms/step | ETA: 1223.1 min
Step 43500/1000000 | t=4.35e+00 | T=14998.4 | a=1.000105 | H=2.41e-05 | 13.0 steps/s | 76.71 ms/step | ETA: 1222.8 min
Step 43600/1000000 | t=4.36e+00 | T=14998.4 | a=1.000105 | H=2.41e-05 | 13.0 steps/s | 76.70 ms/step | ETA: 1222.6 min
Step 43700/1000000 | t=4.37e+00 | T=14998.4 | a=1.000105 | H=2.41e-05 | 13.0 steps/s | 76.69 ms/step | ETA: 1222.4 min
Step 43800/1000000 | t=4.38e+00 | T=14998.4 | a=1.000105 | H=2.41e-05 | 13.0 steps/s | 76.70 ms/step | ETA: 1222.3 min
Step 43900/1000000 | t=4.39e+00 | T=14998.4 | a=1.000106 | H=2.41e-05 | 13.0 steps/s | 76.69 ms/step | ETA: 1222.1 min
Step 44000/1000000 | t=4.40e+00 | T=14998.4 | a=1.000106 | H=2.41e-05 | 13.0 steps/s | 76.69 ms/step | ETA: 1222.0 min
Step 44100/1000000 | t=4.41e+00 | T=14998.4 | a=1.000106 | H=2.41e-05 | 13.0 steps/s | 76.70 ms/step | ETA: 1222.0 min
Step 44200/1000000 | t=4.42e+00 | T=14998.4 | a=1.000106 | H=2.41e-05 | 13.0 steps/s | 76.69 ms/step | ETA: 1221.7 min
Step 44300/1000000 | t=4.43e+00 | T=14998.4 | a=1.000107 | H=2.41e-05 | 13.0 steps/s | 76.69 ms/step | ETA: 1221.5 min
Step 44400/1000000 | t=4.44e+00 | T=14998.4 | a=1.000107 | H=2.41e-05 | 13.0 steps/s | 76.68 ms/step | ETA: 1221.3 min
Step 44500/1000000 | t=4.45e+00 | T=14998.4 | a=1.000107 | H=2.41e-05 | 13.0 steps/s | 76.67 ms/step | ETA: 1221.0 min
Step 44600/1000000 | t=4.46e+00 | T=14998.4 | a=1.000107 | H=2.41e-05 | 13.0 steps/s | 76.67 ms/step | ETA: 1220.8 min
Step 44700/1000000 | t=4.47e+00 | T=14998.4 | a=1.000108 | H=2.41e-05 | 13.0 steps/s | 76.66 ms/step | ETA: 1220.6 min
Step 44800/1000000 | t=4.48e+00 | T=14998.4 | a=1.000108 | H=2.41e-05 | 13.0 steps/s | 76.66 ms/step | ETA: 1220.5 min
Step 44900/1000000 | t=4.49e+00 | T=14998.4 | a=1.000108 | H=2.41e-05 | 13.0 steps/s | 76.67 ms/step | ETA: 1220.4 min
Step 45000/1000000 | t=4.50e+00 | T=14998.4 | a=1.000108 | H=2.41e-05 | 13.0 steps/s | 76.66 ms/step | ETA: 1220.2 min
Step 45100/1000000 | t=4.51e+00 | T=14998.4 | a=1.000109 | H=2.41e-05 | 13.0 steps/s | 76.66 ms/step | ETA: 1220.0 min
Step 45200/1000000 | t=4.52e+00 | T=14998.4 | a=1.000109 | H=2.41e-05 | 13.0 steps/s | 76.66 ms/step | ETA: 1219.9 min
Step 45300/1000000 | t=4.53e+00 | T=14998.4 | a=1.000109 | H=2.41e-05 | 13.0 steps/s | 76.66 ms/step | ETA: 1219.8 min
Step 45400/1000000 | t=4.54e+00 | T=14998.4 | a=1.000109 | H=2.41e-05 | 13.0 steps/s | 76.65 ms/step | ETA: 1219.6 min
Step 45500/1000000 | t=4.55e+00 | T=14998.4 | a=1.000109 | H=2.41e-05 | 13.0 steps/s | 76.65 ms/step | ETA: 1219.4 min
Step 45600/1000000 | t=4.56e+00 | T=14998.4 | a=1.000110 | H=2.41e-05 | 13.0 steps/s | 76.65 ms/step | ETA: 1219.3 min
Step 45700/1000000 | t=4.57e+00 | T=14998.4 | a=1.000110 | H=2.41e-05 | 13.0 steps/s | 76.65 ms/step | ETA: 1219.1 min
Step 45800/1000000 | t=4.58e+00 | T=14998.3 | a=1.000110 | H=2.41e-05 | 13.0 steps/s | 76.65 ms/step | ETA: 1219.0 min
Step 45900/1000000 | t=4.59e+00 | T=14998.3 | a=1.000110 | H=2.41e-05 | 13.0 steps/s | 76.65 ms/step | ETA: 1218.8 min
Step 46000/1000000 | t=4.60e+00 | T=14998.3 | a=1.000111 | H=2.41e-05 | 13.0 steps/s | 76.64 ms/step | ETA: 1218.6 min
Step 46100/1000000 | t=4.61e+00 | T=14998.3 | a=1.000111 | H=2.41e-05 | 13.0 steps/s | 76.64 ms/step | ETA: 1218.4 min
Step 46200/1000000 | t=4.62e+00 | T=14998.3 | a=1.000111 | H=2.41e-05 | 13.0 steps/s | 76.63 ms/step | ETA: 1218.2 min
Step 46300/1000000 | t=4.63e+00 | T=14998.3 | a=1.000111 | H=2.41e-05 | 13.1 steps/s | 76.63 ms/step | ETA: 1218.0 min
Step 46400/1000000 | t=4.64e+00 | T=14998.3 | a=1.000112 | H=2.41e-05 | 13.1 steps/s | 76.62 ms/step | ETA: 1217.8 min
Step 46500/1000000 | t=4.65e+00 | T=14998.3 | a=1.000112 | H=2.41e-05 | 13.1 steps/s | 76.62 ms/step | ETA: 1217.7 min
Step 46600/1000000 | t=4.66e+00 | T=14998.3 | a=1.000112 | H=2.41e-05 | 13.1 steps/s | 76.62 ms/step | ETA: 1217.5 min
Step 46700/1000000 | t=4.67e+00 | T=14998.3 | a=1.000112 | H=2.41e-05 | 13.1 steps/s | 76.62 ms/step | ETA: 1217.3 min
Step 46800/1000000 | t=4.68e+00 | T=14998.3 | a=1.000113 | H=2.41e-05 | 13.1 steps/s | 76.62 ms/step | ETA: 1217.2 min
Step 46900/1000000 | t=4.69e+00 | T=14998.3 | a=1.000113 | H=2.41e-05 | 13.1 steps/s | 76.61 ms/step | ETA: 1217.0 min
Step 47000/1000000 | t=4.70e+00 | T=14998.3 | a=1.000113 | H=2.41e-05 | 13.1 steps/s | 76.61 ms/step | ETA: 1216.8 min
Step 47100/1000000 | t=4.71e+00 | T=14998.3 | a=1.000113 | H=2.41e-05 | 13.1 steps/s | 76.60 ms/step | ETA: 1216.6 min
Step 47200/1000000 | t=4.72e+00 | T=14998.3 | a=1.000114 | H=2.41e-05 | 13.1 steps/s | 76.60 ms/step | ETA: 1216.4 min
Step 47300/1000000 | t=4.73e+00 | T=14998.3 | a=1.000114 | H=2.41e-05 | 13.1 steps/s | 76.60 ms/step | ETA: 1216.4 min
Step 47400/1000000 | t=4.74e+00 | T=14998.3 | a=1.000114 | H=2.41e-05 | 13.1 steps/s | 76.60 ms/step | ETA: 1216.1 min
Step 47500/1000000 | t=4.75e+00 | T=14998.3 | a=1.000114 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1215.9 min
Step 47600/1000000 | t=4.76e+00 | T=14998.3 | a=1.000115 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1215.7 min
Step 47700/1000000 | t=4.77e+00 | T=14998.3 | a=1.000115 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1215.6 min
Step 47800/1000000 | t=4.78e+00 | T=14998.3 | a=1.000115 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1215.5 min
Step 47900/1000000 | t=4.79e+00 | T=14998.3 | a=1.000115 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1215.3 min
Step 48000/1000000 | t=4.80e+00 | T=14998.3 | a=1.000115 | H=2.41e-05 | 13.1 steps/s | 76.58 ms/step | ETA: 1215.1 min
Step 48100/1000000 | t=4.81e+00 | T=14998.3 | a=1.000116 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1215.0 min
Step 48200/1000000 | t=4.82e+00 | T=14998.3 | a=1.000116 | H=2.41e-05 | 13.1 steps/s | 76.58 ms/step | ETA: 1214.8 min
Step 48300/1000000 | t=4.83e+00 | T=14998.3 | a=1.000116 | H=2.41e-05 | 13.1 steps/s | 76.58 ms/step | ETA: 1214.6 min
Step 48400/1000000 | t=4.84e+00 | T=14998.3 | a=1.000116 | H=2.41e-05 | 13.1 steps/s | 76.57 ms/step | ETA: 1214.5 min
Step 48500/1000000 | t=4.85e+00 | T=14998.3 | a=1.000117 | H=2.41e-05 | 13.1 steps/s | 76.57 ms/step | ETA: 1214.3 min
Step 48600/1000000 | t=4.86e+00 | T=14998.2 | a=1.000117 | H=2.41e-05 | 13.1 steps/s | 76.57 ms/step | ETA: 1214.1 min
Step 48700/1000000 | t=4.87e+00 | T=14998.2 | a=1.000117 | H=2.41e-05 | 13.1 steps/s | 76.56 ms/step | ETA: 1213.9 min
Step 48800/1000000 | t=4.88e+00 | T=14998.2 | a=1.000117 | H=2.41e-05 | 13.1 steps/s | 76.57 ms/step | ETA: 1213.8 min
Step 48900/1000000 | t=4.89e+00 | T=14998.2 | a=1.000118 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1214.1 min
Step 49000/1000000 | t=4.90e+00 | T=14998.2 | a=1.000118 | H=2.41e-05 | 13.1 steps/s | 76.60 ms/step | ETA: 1214.1 min
Step 49100/1000000 | t=4.91e+00 | T=14998.2 | a=1.000118 | H=2.41e-05 | 13.1 steps/s | 76.60 ms/step | ETA: 1213.9 min
Step 49200/1000000 | t=4.92e+00 | T=14998.2 | a=1.000118 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1213.7 min
Step 49300/1000000 | t=4.93e+00 | T=14998.2 | a=1.000119 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1213.6 min
Step 49400/1000000 | t=4.94e+00 | T=14998.2 | a=1.000119 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1213.5 min
Step 49500/1000000 | t=4.95e+00 | T=14998.2 | a=1.000119 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1213.3 min
Step 49600/1000000 | t=4.96e+00 | T=14998.2 | a=1.000119 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1213.2 min
Step 49700/1000000 | t=4.97e+00 | T=14998.2 | a=1.000120 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1213.0 min
Step 49800/1000000 | t=4.98e+00 | T=14998.2 | a=1.000120 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 1212.9 min
Step 49900/1000000 | t=4.99e+00 | T=14998.2 | a=1.000120 | H=2.41e-05 | 13.1 steps/s | 76.58 ms/step | ETA: 1212.7 min
Step 50000/1000000 | t=5.00e+00 | T=14998.2 | a=1.000120 | H=2.41e-05 | 13.1 steps/s | 76.58 ms/step | ETA: 1212.5 min
Step 50100/1000000 | t=5.01e+00 | T=14998.2 | a=1.000121 | H=2.41e-05 | 13.1 steps/s | 76.57 ms/step | ETA: 1212.2 min
Step 50200/1000000 | t=5.02e+00 | T=14998.2 | a=1.000121 | H=2.41e-05 | 13.1 steps/s | 76.56 ms/step | ETA: 1212.0 min
Step 50300/1000000 | t=5.03e+00 | T=14998.2 | a=1.000121 | H=2.41e-05 | 13.1 steps/s | 76.56 ms/step | ETA: 1211.8 min
Step 50400/1000000 | t=5.04e+00 | T=14998.2 | a=1.000121 | H=2.41e-05 | 13.1 steps/s | 76.58 ms/step | ETA: 1212.0 min
Step 50500/1000000 | t=5.05e+00 | T=14998.2 | a=1.000121 | H=2.41e-05 | 13.1 steps/s | 76.58 ms/step | ETA: 1211.8 min
Step 50600/1000000 | t=5.06e+00 | T=14998.2 | a=1.000122 | H=2.41e-05 | 13.1 steps/s | 76.57 ms/step | ETA: 1211.6 min
Step 50700/1000000 | t=5.07e+00 | T=14998.2 | a=1.000122 | H=2.41e-05 | 13.1 steps/s | 76.57 ms/step | ETA: 1211.5 min
Step 50800/1000000 | t=5.08e+00 | T=14998.2 | a=1.000122 | H=2.41e-05 | 13.1 steps/s | 76.57 ms/step | ETA: 1211.3 min
Step 50900/1000000 | t=5.09e+00 | T=14998.2 | a=1.000122 | H=2.41e-05 | 13.1 steps/s | 76.56 ms/step | ETA: 1211.1 min
Step 51000/1000000 | t=5.10e+00 | T=14998.2 | a=1.000123 | H=2.41e-05 | 13.1 steps/s | 76.57 ms/step | ETA: 1211.0 min
Step 51100/1000000 | t=5.11e+00 | T=14998.2 | a=1.000123 | H=2.41e-05 | 13.1 steps/s | 76.56 ms/step | ETA: 1210.8 min
Step 51200/1000000 | t=5.12e+00 | T=14998.2 | a=1.000123 | H=2.41e-05 | 13.1 steps/s | 76.56 ms/step | ETA: 1210.7 min
Step 51300/1000000 | t=5.13e+00 | T=14998.1 | a=1.000123 | H=2.41e-05 | 13.1 steps/s | 76.55 ms/step | ETA: 1210.4 min
Step 51400/1000000 | t=5.14e+00 | T=14998.1 | a=1.000124 | H=2.41e-05 | 13.1 steps/s | 76.55 ms/step | ETA: 1210.2 min
Step 51500/1000000 | t=5.15e+00 | T=14998.1 | a=1.000124 | H=2.41e-05 | 13.1 steps/s | 76.54 ms/step | ETA: 1210.0 min
Step 51600/1000000 | t=5.16e+00 | T=14998.1 | a=1.000124 | H=2.41e-05 | 13.1 steps/s | 76.54 ms/step | ETA: 1209.8 min
Step 51700/1000000 | t=5.17e+00 | T=14998.1 | a=1.000124 | H=2.41e-05 | 13.1 steps/s | 76.54 ms/step | ETA: 1209.7 min
Step 51800/1000000 | t=5.18e+00 | T=14998.1 | a=1.000125 | H=2.41e-05 | 13.1 steps/s | 76.54 ms/step | ETA: 1209.6 min
